INSTNM,STABBR,REGION,C200_4,RET_FT4_POOLED,ADM_RATE_ALL,C150_4,UGDS,PCTFLOAN,TRANS_4_POOLED,CCUGPROF,CONTROL,CCSIZSET,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,MD_EARN_WNE_P10,PCT25_EARN_WNE_P10,PCT75_EARN_WNE_P10,SD_EARN_WNE_P10,AVGFACSAL,INC_PCT_LO,DEP_STAT_PCT_IND,PAR_ED_PCT_1STGEN
Lyon College,AR,5,0.3796,0.639,0.64181818181818,0.5226,664,0.5072,0,14,2,8,16170,15511,20738,20015,21762,38600,24200,56100,36500,6580,0.3305785124,0.0688705234,0.3
Arkansas College of Barbering and Hair Design,AR,5,NULL,NULL,NULL,NULL,127,0.4146,NULL,-2,3,-2,16056,NULL,NULL,NULL,NULL,15300,PrivacySuppressed,PrivacySuppressed,16200,NULL,0.8876404494,0.7415730337,0.6184210526
Arthur's Beauty College Inc-Fort Smith,AR,5,NULL,NULL,NULL,NULL,41,0.6964,NULL,-2,3,-2,11306,NULL,NULL,NULL,NULL,17300,PrivacySuppressed,PrivacySuppressed,13600,NULL,0.734939759,0.686746988,0.5428571429
University of Arkansas,AR,5,0.6509,0.8233,0.65963619617775,0.6152,22763,0.3866,0,15,1,16,NULL,NULL,NULL,NULL,NULL,44900,28700,67000,44800,9671,0.2607167955,0.1437807449,0.2599614872
University of Arkansas at Pine Bluff,AR,5,0.2836,0.7055,0.46687912588208,0.2855,2510,0.6542,0.2451,10,1,11,NULL,NULL,NULL,NULL,NULL,27200,15400,40500,21800,5851,0.6144721234,0.150059312,0.3677375256
Arkansas State University-Beebe,AR,5,NULL,NULL,NULL,NULL,2645,0.1411,NULL,2,1,3,NULL,NULL,NULL,NULL,NULL,29400,15700,43100,25400,5095,0.5618471688,0.3908741067,0.4561618639
Arkansas State University-Main Campus,AR,5,0.4134,0.739,0.66021467534752,0.475,8856,0.5217,0.2943,9,1,13,NULL,NULL,NULL,NULL,NULL,32200,18600,46900,27700,7077,0.4450660103,0.3074513314,0.3882667965
Arkansas Tech University,AR,5,0.4942,0.7011,0.94746304434678,0.39,8247,0.4252,0.2673,10,1,13,NULL,NULL,NULL,NULL,NULL,34100,20400,49200,28400,6637,0.4652429723,0.2896055786,0.4574780059
University of Arkansas at Monticello,AR,5,0.2526,0.5219,NULL,0.2323,2589,0.5437,0.1986,10,1,10,NULL,NULL,NULL,NULL,NULL,31500,18400,47800,26000,5685,0.5853018373,0.319160105,0.4533974744
Arthur's Beauty College Inc-Jacksonville,AR,5,NULL,NULL,NULL,NULL,59,0.6822,NULL,-2,3,-2,11142,NULL,NULL,NULL,NULL,15300,8700,26800,13300,NULL,0.7101449275,0.6714975845,0.4606741573
Baptist Health College Little Rock,AR,5,NULL,NULL,0.6875,NULL,676,0.8169,NULL,4,2,2,19944,20177,21502,NULL,NULL,47200,31700,64000,25900,6372,0.488,0.6016,0.4169550173
Black River Technical College,AR,5,NULL,NULL,NULL,NULL,1216,0.2352,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,26100,14700,39800,20000,4918,0.6010810811,0.4735135135,0.4806973848
University of Central Arkansas,AR,5,0.4729,0.7249,0.89947780678851,0.4124,9034,0.4794,0.3591,13,1,13,NULL,NULL,NULL,NULL,NULL,38300,22900,54100,30000,6974,0.420535495,0.1586833702,0.3459589224
Central Baptist College,AR,5,0.3273,0.6897,0.6754617414248,0.2194,676,0.5837,0.4281,11,2,7,15080,17111,16112,18856,18343,35300,20800,50600,44900,5356,0.3877068558,0.3711583924,0.3455497382
Cossatot Community College of the University of Arkansas,AR,5,NULL,NULL,NULL,NULL,955,0,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,23100,13400,35700,22500,5018,0.6834264432,0.3873370577,0.5862068966
Crowley's Ridge College,AR,5,0.2,0.6091,NULL,0.2436,192,0.6624,0.5077,10,2,8,15628,16096,16802,18193,18116,26000,PrivacySuppressed,PrivacySuppressed,21900,4373,0.3594771242,0.1176470588,0.3956834532
Crowley's Ridge Technical Institute,AR,5,NULL,NULL,NULL,NULL,164,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,19300,10600,33200,18500,NULL,0.8177777778,0.6266666667,0.5635359116
East Arkansas Community College,AR,5,NULL,NULL,NULL,NULL,565,0.0569,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,22700,13600,35600,19800,5201,0.6847058824,0.2917647059,0.5082872928
Eastern College of Health Vocations-Little Rock,AR,5,NULL,NULL,NULL,NULL,115,0.9437,NULL,-2,3,-2,12253,NULL,NULL,NULL,NULL,21700,11900,30600,14100,NULL,0.8714788732,0.7024647887,0.5942184154
Imagine-Paul Mitchell Partner School,AR,5,NULL,NULL,NULL,NULL,385,0.7175,NULL,-2,3,-2,14132,15721,16849,18751,18964,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6532399299,0.5516637478,0.4567901235
National Park College,AR,5,NULL,NULL,NULL,NULL,2140,0.3398,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,25100,12900,39400,19900,5217,0.6909959072,0.5047748977,0.4566613162
University of Arkansas Community College-Batesville,AR,5,NULL,NULL,NULL,NULL,954,0.1761,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,25500,13500,41000,23500,4315,0.6064356436,0.4851485149,0.4585714286
Harding University,AR,5,0.6453,0.8238,0.72120612951062,0.6663,4147,0.5508,0,14,2,14,13442,15576,18208,21566,21911,40900,24900,58600,40600,7513,0.214138641,0.1194234729,0.2054794521
Henderson State University,AR,5,0.366,0.6233,0.79678918462188,0.3325,2829,0.4264,0.3982,13,1,11,NULL,NULL,NULL,NULL,NULL,35700,23200,50500,30100,5971,0.4818861415,0.1713628522,0.3767383059
Hendrix College,AR,5,0.7073,0.8508,0.79795221843003,0.7453,1233,0.537,0,14,2,11,15884,16887,18645,22802,26693,39700,24900,55400,32700,7602,0.2341269841,0.0238095238,0.1920668058
Hot Springs Beauty College,AR,5,NULL,NULL,NULL,NULL,38,0.9636,NULL,-2,3,-2,9280,7875,11977,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7719298246,0.6666666667,0.4468085106
Jefferson Regional Medical Center School of Nursing,AR,5,NULL,NULL,NULL,NULL,65,0.581,NULL,-2,2,-2,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,6686,0.5697674419,0.5697674419,PrivacySuppressed
John Brown University,AR,5,0.623,0.837,0.75792988313856,0.7306,1606,0.467,0.0938,15,2,11,18018,19070,21610,23590,25831,45800,28300,71900,44800,6750,0.2805194805,0.3194805195,0.2888283379
Career Academy of Hair Design,AR,5,NULL,NULL,NULL,NULL,169,0.8464,NULL,-2,3,-2,11686,12178,14592,15196,15656,20000,PrivacySuppressed,PrivacySuppressed,19200,NULL,0.6853932584,0.6011235955,0.6088435374
Academy of Salon and Spa,AR,5,NULL,NULL,NULL,NULL,58,0.6701,NULL,-2,3,-2,13141,12717,11750,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.7008547009,0.6752136752,0.5050505051
Arkansas State University Mid-South,AR,5,NULL,NULL,NULL,NULL,873,0,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,22500,13000,37100,20000,4316,0.7868421053,0.4539473684,0.5944272446
Arkansas Northeastern College,AR,5,NULL,NULL,NULL,NULL,1002,0,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,25700,14200,40900,24800,5173,0.6816720257,0.4051446945,0.5894538606
New Tyler Barber College Inc,AR,5,NULL,NULL,NULL,NULL,50,0.3699,NULL,-2,3,-2,14848,NULL,NULL,NULL,NULL,15900,PrivacySuppressed,PrivacySuppressed,13800,NULL,PrivacySuppressed,0.7384615385,0.56
North Arkansas College,AR,5,NULL,NULL,NULL,NULL,1466,0.1591,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,25600,13900,39300,21100,5232,0.6254208754,0.4503367003,0.5375118708
Northwest Technical Institute,AR,5,NULL,NULL,NULL,NULL,175,0,NULL,-2,1,-2,NULL,NULL,NULL,NULL,NULL,29800,16100,44500,24100,NULL,0.6652542373,0.593220339,0.5863874346
Ouachita Baptist University,AR,5,0.6581,0.7968,0.7094064949608,0.6397,1513,0.6062,0,12,2,11,12976,13931,16468,19736,23602,41200,25700,57200,34200,6397,0.2260596546,0.043956044,0.2354892206
College of the Ouachitas,AR,5,NULL,NULL,NULL,NULL,642,0.2056,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,27500,15600,41100,21600,4595,0.5654952077,0.6214057508,0.5
Ozarka College,AR,5,NULL,NULL,NULL,NULL,852,0.2277,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,23800,13000,37000,23500,4619,0.6864197531,0.5827160494,0.5092198582
University of the Ozarks,AR,5,0.4408,0.6692,0.89145728643216,0.5054,745,0.5452,0,10,2,8,12681,15051,17021,21548,23428,33900,20000,49100,25800,6522,0.393258427,0.0814606742,0.346875
University of Arkansas Community College-Morrilton,AR,5,NULL,NULL,0.75056011949215,NULL,1796,0.2647,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,27500,15600,41300,24600,4937,0.59659463,0.4361493124,0.4925261584
Philander Smith College,AR,5,0.4408,0.6222,NULL,0.3032,887,0.9412,0.4289,10,2,8,16221,16576,15983,19243,7932,24400,13600,36800,20800,5321,0.69348659,0.2413793103,0.4303405573
Phillips Community College of the University of Arkansas,AR,5,NULL,NULL,NULL,NULL,654,0,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,22400,12900,36300,19000,4777,0.7608695652,0.3762541806,0.4459459459
Southeast Arkansas College,AR,5,NULL,NULL,NULL,NULL,1087,0.2933,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,26700,14400,40700,20300,4866,0.7240977881,0.4644935972,0.5277401894
Professional Cosmetology Education Center,AR,5,NULL,NULL,NULL,NULL,28,0.8108,NULL,-2,3,-2,5449,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6944444444,0.5,PrivacySuppressed
University of Arkansas-Pulaski Technical College,AR,5,NULL,NULL,NULL,NULL,5184,0.5088,NULL,2,1,3,NULL,NULL,NULL,NULL,NULL,27700,14300,42400,22500,4870,0.6470087893,0.5060958322,0.4391447368
University of Arkansas Community College-Hope,AR,5,NULL,NULL,NULL,NULL,1492,0,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,24400,13300,38800,21100,4400,0.7357679914,0.4339419979,0.5503778338
University of Arkansas Community College Rich Mountain,AR,5,NULL,NULL,NULL,NULL,481,0,NULL,1,1,2,NULL,NULL,NULL,NULL,NULL,20800,9600,34200,19300,4659,0.6955445545,0.4257425743,0.6353276353
Paul Mitchell the School-Arkansas,AR,5,NULL,NULL,NULL,NULL,106,0.6491,NULL,-2,3,-2,17516,19348,22662,23249,23249,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.5350318471,0.4777070064,0.4820143885
Searcy Beauty College,AR,5,NULL,NULL,NULL,NULL,67,0.6783,NULL,-2,3,-2,18767,18728,19097,NULL,NULL,13400,PrivacySuppressed,PrivacySuppressed,13700,NULL,0.7547169811,0.7358490566,0.6704545455
Shorter College,AR,5,NULL,NULL,NULL,NULL,521,0.4559,NULL,3,2,1,15773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3125,0.9768786127,0.936416185,0.5572815534
Williams Baptist University,AR,5,0.4104,0.5892,0.62406015037593,0.4222,452,0.6333,0,13,2,8,14416,14331,17947,16653,17219,33100,21300,45400,24700,5487,0.3615384615,0.1153846154,0.3235294118
South Arkansas Community College,AR,5,NULL,NULL,NULL,NULL,1100,0.2962,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,29000,14700,45100,24100,4897,0.6518218623,0.5276653171,0.539556962
Southern Arkansas University Main Campus,AR,5,0.3619,0.6579,0.69450610432852,0.3604,3153,0.7737,0.1309,12,1,14,NULL,NULL,NULL,NULL,NULL,35700,21100,49800,26800,6841,0.4877232143,0.171875,0.4209215442
Southern Arkansas University Tech,AR,5,NULL,NULL,NULL,NULL,667,0.35,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,26700,13600,41700,24800,4271,0.6515679443,0.4128919861,0.5243902439
Velvatex College of Beauty Culture,AR,5,NULL,NULL,NULL,NULL,14,0.913,NULL,-2,3,-2,7583,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,0.6363636364
University of Arkansas-Fort Smith,AR,5,0.2868,0.6582,NULL,0.2982,5455,0.3787,0.1715,11,1,12,NULL,NULL,NULL,NULL,NULL,31000,17500,46400,25900,6848,0.4976005906,0.292358804,0.4840221559
Academy of Art University,CA,8,0.3806,0.734,NULL,0.3973,7520,0.4718,0.2123,5,3,12,30461,32091,33621,36363,36353,38600,19100,64000,43500,8341,0.5880630631,0.5209459459,0.4083701586
Academy of Chinese Culture and Health Sciences,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
The Academy of Radio and TV Broadcasting,CA,8,NULL,NULL,NULL,NULL,14,1,NULL,-2,3,-2,23883,23655,28185,NULL,NULL,31000,16700,46900,24600,NULL,0.8076923077,PrivacySuppressed,PrivacySuppressed
Avalon School of Cosmetology-Alameda,CA,8,NULL,NULL,NULL,NULL,125,0.5047,NULL,-2,3,-2,12551,14862,15904,16391,NULL,20000,PrivacySuppressed,PrivacySuppressed,26100,NULL,0.7219730942,0.6233183857,0.5172413793
College of Alameda,CA,8,NULL,NULL,NULL,NULL,4458,0.0058,NULL,1,1,3,NULL,NULL,NULL,NULL,NULL,34200,16800,53200,35300,8216,0.7725925926,0.4725925926,0.5613107822
Allan Hancock College,CA,8,NULL,NULL,NULL,NULL,9282,0.0111,NULL,1,1,4,NULL,NULL,NULL,NULL,NULL,30400,15900,48300,27500,6756,0.5942398833,0.3448778709,0.5947006869
American Academy of Dramatic Arts-Los Angeles,CA,8,NULL,NULL,0.78837209302325,NULL,280,0.5215,NULL,4,2,1,35731,36209,37634,40558,44740,32700,11600,52100,33000,8120,0.3941798942,0.126984127,0.2339832869
American Baptist Seminary of the West,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5395,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
American Film Institute Conservatory,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7956,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
American Beauty College,CA,8,NULL,NULL,NULL,NULL,118,0.5838,NULL,-2,3,-2,9446,9652,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.698630137,0.5410958904,0.6363636364
American Career College-Los Angeles,CA,8,NULL,NULL,NULL,NULL,1237,0.532,NULL,4,3,2,21792,22397,23980,25226,25723,31800,16200,48400,25800,5710,0.7293250951,0.5784220532,0.5599022005
American Conservatory Theater,CA,8,NULL,NULL,NULL,NULL,1,0.0526,NULL,0,2,6,29527,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,5176,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
American River College,CA,8,NULL,NULL,NULL,NULL,29082,0.036,NULL,1,1,5,NULL,NULL,NULL,NULL,NULL,32000,14800,50800,32100,8475,0.7553850296,0.5411954766,0.5141478029
Antelope Valley College,CA,8,NULL,NULL,NULL,0.2381,11868,0.112,0.143,5,1,12,NULL,NULL,NULL,NULL,NULL,27100,13400,46900,29600,8781,0.7431132844,0.4513447433,0.5615699806
Art Center College of Design,CA,8,0.7241,0.8037,0.70356703567035,0.6759,1974,0.4287,0,13,2,9,38709,40300,43172,44962,53362,53600,21600,89900,50700,7584,0.4801444043,0.2870036101,0.2428842505
Associated Technical College-Los Angeles,CA,8,NULL,NULL,NULL,NULL,387,0.4065,NULL,-2,3,-2,21332,21073,23607,NULL,NULL,23000,11900,39400,23000,NULL,0.9316427784,0.8191841235,0.5971563981
Associated Technical College-San Diego,CA,8,NULL,NULL,NULL,NULL,80,0.5992,NULL,-2,3,-2,26157,24363,25344,26501,NULL,19600,9800,34600,20600,NULL,0.9444444444,0.8703703704,0.5081081081
Azusa Pacific University,CA,8,0.6969,0.8443,0.60118581496811,0.6681,5560,0.6038,0.1119,13,2,14,23574,23063,24761,28843,32530,51100,29000,74300,45100,8201,0.3517041334,0.4711143341,0.3798259924
Bakersfield College,CA,8,NULL,NULL,NULL,0.2277,18695,0.0169,0.1044,5,1,15,NULL,NULL,NULL,NULL,NULL,29800,15300,48300,31100,9433,0.6982037402,0.373523622,0.6305084746
Barstow Community College,CA,8,NULL,NULL,NULL,NULL,2762,0,NULL,2,1,2,NULL,NULL,NULL,NULL,NULL,29900,15000,51200,24900,8516,0.7521540801,0.6837303599,0.531069827
Bellus Academy-Chula Vista,CA,8,NULL,NULL,NULL,NULL,200,0.65,NULL,-2,3,-2,21672,NULL,NULL,NULL,NULL,18200,7800,29800,15900,NULL,0.6857142857,0.6793650794,0.5614754098
Bethesda University,CA,8,0.6364,0.4355,NULL,0.1538,257,0.3515,0.0516,10,2,6,16351,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.71875,0.5208333333,0.4939759036
Biola University,CA,8,0.711,0.8544,0.71981660723382,0.7335,4039,0.5928,0,13,2,14,24981,27039,30467,32577,36232,44500,24600,68300,39200,9299,0.2748143147,0.0884537475,0.2355072464
Brownson Technical School,CA,8,NULL,NULL,NULL,NULL,51,0.7955,NULL,-2,3,-2,25112,26004,26849,30405,30676,48400,PrivacySuppressed,PrivacySuppressed,31300,NULL,0.6136363636,0.7992424242,0.6327683616
Bryan University,AZ,6,NULL,0.5294,NULL,0.2662,1242,0.7726,0.0429,11,3,9,18889,19871,20311,22944,23530,31900,17500,52900,23800,4650,0.7354965585,0.912979351,0.535202864
Butte College,CA,8,NULL,NULL,NULL,NULL,10188,0.0719,NULL,2,1,4,NULL,NULL,NULL,NULL,NULL,31300,16500,50500,30900,8864,0.6870099597,0.3882178428,0.5085910653
Phillips Graduate University,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5467,NULL,NULL,NULL
California Institute of Integral Studies,CA,8,NULL,NULL,NULL,NULL,50,0.9571,NULL,11,2,9,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8190,0.6705882353,PrivacySuppressed,PrivacySuppressed
Cabrillo College,CA,8,NULL,NULL,NULL,NULL,10556,0.0189,NULL,1,1,4,NULL,NULL,NULL,NULL,NULL,33300,17500,53400,41200,7591,0.6657544957,0.3815480844,0.5075718016
California Baptist University,CA,8,0.6239,0.7706,0.77078785473308,0.5866,7397,0.7211,0.2467,13,2,13,26628,28113,31323,33250,34749,42600,21700,63600,43900,9350,0.3549390718,0.3728286233,0.4160798122
California College of the Arts,CA,8,0.6066,0.8226,0.63690773067331,0.6121,1475,0.4215,0.0933,13,2,10,26122,27949,32258,34442,38719,37200,19000,60900,48700,9572,0.4243243243,0.1945945946,0.2441860465
University of California-Hastings College of Law,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,18,NULL,NULL,NULL,NULL,NULL,114700,78400,168900,105400,12647,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
California Institute of Technology,CA,8,0.9283,0.9811,0.07739474042785,0.893,961,0.0429,0,14,2,11,874,10227,10864,23078,41579,85900,47300,142400,110200,19600,0.347826087,PrivacySuppressed,PrivacySuppressed
California Lutheran University,CA,8,0.6797,0.8475,0.72748047990858,0.708,2959,0.4817,0.1714,13,2,13,18320,16100,23343,29356,33537,54200,35600,79400,39100,10005,0.2868913858,0.2194756554,0.3538587849
California Polytechnic State University-San Luis Obispo,CA,8,0.7782,0.9486,0.34611426689717,0.7914,21303,0.3153,0.0249,14,1,16,NULL,NULL,NULL,NULL,NULL,66900,43000,94600,53100,10006,0.2438468551,0.0699635369,0.2480620155
Alliant International University-San Diego,CA,8,NULL,0.6078,0.8,NULL,391,0.0639,NULL,5,3,9,18408,NULL,NULL,NULL,NULL,59500,36300,90500,42000,8147,0.6360759494,0.9113924051,0.3192982456
California State University-Bakersfield,CA,8,0.442,0.7593,0.61123620806124,0.4086,8705,0.3687,0.031,13,1,12,NULL,NULL,NULL,NULL,NULL,47800,28000,67200,31100,9262,0.5266055046,0.3071100917,0.5817223199
California State University-Stanislaus,CA,8,0.6291,0.8224,0.77060354442929,0.5277,9054,0.3671,0.047,13,1,12,NULL,NULL,NULL,NULL,NULL,45400,27500,62500,32700,9328,0.5093858633,0.3191193511,0.5994566858
California State University-San Bernardino,CA,8,0.594,0.8524,0.5713372130204,0.5416,18088,0.3516,0.0143,11,1,15,NULL,NULL,NULL,NULL,NULL,44500,25900,65400,35500,9564,0.5391883707,0.2930345245,0.5968578162
California State Polytechnic University-Pomona,CA,8,0.7111,0.8723,0.55068603019105,0.6593,24205,0.3482,0.0237,13,1,15,NULL,NULL,NULL,NULL,NULL,54000,33800,79100,35200,10273,0.499261811,0.2539370079,0.4927816639
California State University-Chico,CA,8,0.6767,0.8469,0.67779446470714,0.6553,16546,0.4712,0.0327,13,1,15,NULL,NULL,NULL,NULL,NULL,48100,29400,72600,42200,9409,0.4755025126,0.2388505025,0.4734012975
California State University-Dominguez Hills,CA,8,0.4247,0.7943,0.53684210526315,0.4291,13258,0.3356,0.037,9,1,15,NULL,NULL,NULL,NULL,NULL,44700,27100,65500,30200,9336,0.6452131939,0.4799678198,0.5905017921
California State University-Fresno,CA,8,0.6625,0.7994,0.59408482142857,0.556,21877,0.2911,0.0218,11,1,15,NULL,NULL,NULL,NULL,NULL,44700,27000,64200,33700,9208,0.5329844074,0.2405408352,0.5324517404
California State University-Fullerton,CA,8,0.6882,0.8775,0.45719088368843,0.6624,35045,0.3012,0.0267,13,1,15,NULL,NULL,NULL,NULL,NULL,47200,29000,67800,37600,9747,0.5110886312,0.2768656136,0.4944552529
California State University-East Bay,CA,8,0.5153,0.7603,0.74050870818193,0.4237,13433,0.3673,0.0324,13,1,15,NULL,NULL,NULL,NULL,NULL,51700,32200,74300,47900,9811,0.5572429907,0.4305740988,0.5092975207
California State University-Long Beach,CA,8,0.742,0.8905,0.27994543839614,0.6874,31402,0.346,0.0159,13,1,15,NULL,NULL,NULL,NULL,NULL,48100,29100,70200,36500,9865,0.53167589,0.2710002478,0.4862716763
California State University-Los Angeles,CA,8,0.5599,0.7908,0.46446143972617,0.4713,24780,0.3265,0.0253,11,1,15,NULL,NULL,NULL,NULL,NULL,46100,27800,66100,33100,9575,0.6179345516,0.3150021249,0.6153393718
California State University-Northridge,CA,8,0.572,0.7871,0.57652909000497,0.5127,35620,0.3003,0.0826,11,1,15,NULL,NULL,NULL,NULL,NULL,45400,27000,65900,36600,9744,0.5885539658,0.2671898875,0.5386728094
California State University-Sacramento,CA,8,0.5555,0.8219,0.67760649759655,0.4807,28410,0.3586,0.0358,11,1,15,NULL,NULL,NULL,NULL,NULL,48900,31000,69500,38100,9477,0.5203824424,0.3131681877,0.4904833191
University of California-Berkeley,CA,8,0.9324,0.9706,0.17107614881708,0.9107,30574,0.2373,0,15,1,16,NULL,NULL,NULL,NULL,NULL,64700,41000,99700,72200,16679,0.4748053474,0.1906860585,0.3458005249
University of California-Davis,CA,8,0.8674,0.9285,0.43356071710452,0.8519,30046,0.36,0,15,1,15,NULL,NULL,NULL,NULL,NULL,58200,38800,85800,52000,14048,0.4475215517,0.1526939655,0.4083114282
University of California-Irvine,CA,8,0.8896,0.9313,0.36505194377849,0.8488,29295,0.364,0.0394,15,1,16,NULL,NULL,NULL,NULL,NULL,58400,35400,84800,50300,14989,0.4282879506,0.0911696616,0.4398111723
University of California-Los Angeles,CA,8,0.9272,0.9672,0.16097823428711,0.9087,30994,0.3332,0.0324,15,1,17,NULL,NULL,NULL,NULL,NULL,60700,38800,92000,62200,17629,0.4596487328,0.1498443753,0.3808913934
University of California-Riverside,CA,8,0.7473,0.8984,0.57234101002701,0.7505,20044,0.5034,0.1782,15,1,16,NULL,NULL,NULL,NULL,NULL,49700,31800,70500,41400,12934,0.4093581002,0.0834704914,0.4834699068
University of California-San Diego,CA,8,0.8829,0.9483,0.33987970060828,0.8452,28577,0.3615,0,15,1,16,NULL,NULL,NULL,NULL,NULL,59900,38800,88500,52900,14740,0.4193763326,0.1103411514,0.3957082833
University of California-San Francisco,CA,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,18,NULL,NULL,NULL,NULL,NULL,143700,97500,187500,102300,11700,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
University of California-Santa Barbara,CA,8,0.8262,0.9253,0.32809444661712,0.8149,22181,0.3632,0,15,1,16,NULL,NULL,NULL,NULL,NULL,55300,34000,79800,50700,15263,0.4112134937,0.0712166172,0.4240058108
University of California-Santa Cruz,CA,8,0.7941,0.9039,0.50943004398799,0.7721,17577,0.4641,0.045,15,1,17,NULL,NULL,NULL,NULL,NULL,46900,27700,68100,42700,14354,0.3683655536,0.1003514938,0.3674975075
Sofia University,CA,8,NULL,NULL,NULL,NULL,11,0.5556,NULL,5,3,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5808,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
California Beauty School,CA,8,NULL,NULL,NULL,NULL,98,0.4424,NULL,-2,3,-2,10473,12723,14355,16288,16288,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.6057692308,0.4711538462,0.5384615385
California Christian College,CA,8,NULL,0.3333,1,1,16,0.5,0.2857,5,2,6,22525,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
California Hair Design Academy,CA,8,NULL,NULL,NULL,NULL,206,0.4694,NULL,-2,3,-2,18590,17920,NULL,NULL,NULL,17800,8500,33700,21200,NULL,0.6022304833,0.5687732342,0.5388349515
